Date,time,chatlog
2019/3/7,23:47,nonoさんってどこまでほんとのこと言ってるのかいまいち信用できないんだよな
2019/3/7,23:59,因果応報なんだよな
2019/3/7,23:59,フリプのタイタン×4って
2019/3/7,23:59,もうできないのかな
2019/3/8,00:01,ほええ
2019/3/8,00:18,フリプ巡りはソロで気楽にマスワ堀とか出来るのがいいな
2019/3/8,00:18,時間かかるから効率悪いけど
2019/3/8,00:20,日付変わったからDMC5できるじゃん
2019/3/8,00:23,PCで見てるのにお絵かき見れねえわ
2019/3/8,00:23,はぁ
2019/3/8,00:25,ミルメコレオのこと言ってるんだと思ってたわ
2019/3/8,00:28,ログぽっていってもレッドオーブとかホーリーウォーターとかそんなのだぞ
2019/3/8,00:30,ホーリーウォーターは使用すると画面内の敵全員にダメージ
2019/3/8,00:30,使い捨てアイテムなんだよな
2019/3/8,00:36,まだH言ってねえだろうがよ
2019/3/8,00:36,なぁ
2019/3/8,00:37,H行きてえなとは思う
2019/3/8,00:46,この時間にHはむりやろ
2019/3/8,00:48,おちゅみ
2019/3/8,00:48,テロ犯たのしそうだなあ
2019/3/8,00:48,vEしてえなあ
2019/3/8,00:51,2時間くらいフリプしてマスワ6個か
2019/3/8,00:53,そうかもしれない
2019/3/8,00:53,どっちかというといいインフュージョンついたエピックが欲しい
2019/3/8,00:53,武器ダメ160％のシージブレイカー…
2019/3/8,00:55,はぁ
2019/3/8,00:55,つれえわ
2019/3/8,00:58,なんだいまの
2019/3/8,00:58,ミミがやべえ
2019/3/8,00:58,くしゃみ出る時はマイクはなせよお
2019/3/8,01:03,新しいアーマーほしいな
2019/3/8,01:03,今
2019/3/8,01:03,ねたばれされたきがする
2019/3/8,01:03,はぁ
2019/3/8,01:05,白人幼女のダンス発表会みたいな動画見たらオススメ動画がヤバそうな動画で埋め尽くされたこともあったから
2019/3/8,01:05,ようつべって怖いと思う
2019/3/8,01:05,はぁ
2019/3/8,01:06,コピペされてるもの貼るスレのアドレス片っ端から開いた辛なんだよな
2019/3/8,01:06,つれえわ
2019/3/8,01:06,ヘイトスピーチかあ
2019/3/8,01:07,ようつべってエッチな動画禁止だと思ってたから分娩動画みたいなのが普通にオススメに上がっててめっちゃ怖かったな
2019/3/8,01:07,おまんまんが映ってて刺激が強いんだよな
2019/3/8,01:07,ブラジリアンワックスで剃毛するやつなら知ってるわ
2019/3/8,01:08,スレに張られてるアドレスは反射的にコピペして開いちゃうんだよな
2019/3/8,01:10,https://wwwyoutubecom/watch?v=ow6Q0zRa4Xw
2019/3/8,01:10,noriさんがDMC5やってるわ
2019/3/8,01:10,はあ
2019/3/8,01:10,してえな
2019/3/8,01:10,はぁ
2019/3/8,01:11,もう1時John
2019/3/8,01:11,パーチーしてるばやいじゃねえわ
2019/3/8,01:11,ねなくちゃあ
2019/3/8,01:12,今夢見HとかシティHより猛烈に星々のスパイアがやりてえ
2019/3/8,01:12,明日ぼしうするか
2019/3/8,01:13,わからないじゃろがい！
2019/3/8,01:13,にゃあ！
2019/3/8,01:15,模倣の媒体が欲しい
2019/3/8,01:16,ていうか勝利の道のりうめてえ
2019/3/8,01:16,アルゴスとカウゴールのハードめっちゃめんどくて全然モティベーションなかったからよ
2019/3/8,01:16,モティベーションあるうちに行きてえ
2019/3/8,01:19,チンポチンポチンポ
2019/3/8,01:21,このアウトバックって結局何なんだよ
2019/3/8,01:21,普通のカジュアルマッチなんか？
2019/3/8,01:22,なんかお絵かき表示されねえな
2019/3/8,01:23,火狐で見てるのがいかんのか？
2019/3/8,01:23,それメンディーじゃね
2019/3/8,01:23,表示されねえ
2019/3/8,01:23,つれえわ
2019/3/8,01:25,あのあれ
2019/3/8,01:25,このこれ
2019/3/8,01:28,O-ちんぽ
2019/3/8,01:28,ちんぽ-O
2019/3/8,01:29,お絵かきが見れなくて
2019/3/8,01:29,心がもう息苦しい
2019/3/8,01:30,ブラウザなんだよな…
2019/3/8,01:30,更新したり他のブラウザで試してみても見れねえ
2019/3/8,01:30,もう…はいしんでちんぽかけないのかな…
2019/3/8,01:30,うっうっ
2019/3/8,01:31,みてえ
2019/3/8,01:31,直近でかいたお絵かきがVOLTかおちんぽしかないからな
2019/3/8,01:32,あのあれ
2019/3/8,01:32,そのこれ
2019/3/8,01:32,そういえばロケランでリベンだめだ出来なくなったから正攻法でやらなくちゃなのか
2019/3/8,01:33,グレポンで行けるらしいけどどうやるのかよく分かんねえ
2019/3/8,01:37,プロスペクターの事か
2019/3/8,01:38,プラギャンでプライミーバルの体力をスレイヤー×1で1ゲージ削れる強さがあるけどさ
2019/3/8,01:38,うｎ
2019/3/8,01:39,近接信管じゃないグレポンは使いづらいからな
2019/3/8,01:39,初期は粘着すらなく撃ったら起爆するまで跳ね回ってたんだっけ
2019/3/8,01:40,プロスペクターって馬マンみたいなポジションになるのかな
2019/3/8,01:40,ていうか馬マン復活しろよな…
2019/3/8,01:40,要るか要らないかでいうといるんだよな
2019/3/8,01:40,かっちょいいから
2019/3/8,01:41,シティHどうすればいいんかなあ
2019/3/8,01:42,やっぱプロスぺかなあ
2019/3/8,01:42,でもそうするとバリアはがすのきついんだよなあ
2019/3/8,01:42,タイタンのエキゾ腕のかっこいいやつ
2019/3/8,01:42,いつになったらバグ修正されるんだろう
2019/3/8,01:43,アシェン・ウェイクだ
2019/3/8,01:43,ケプリも強化されたって聞いて使ってみたけど何が変わったのかよく分からんかった
2019/3/8,01:44,バリア張ってテルミット垂れてくるの前と変わらなくね
2019/3/8,01:44,ああ
2019/3/8,01:44,不意打ち用かあ
2019/3/8,01:46,胴はいい加減有効なパーク付くようになってほしい
2019/3/8,01:46,メイン増弾とか被弾時ブレ軽減とか何の意味があるんだ
2019/3/8,01:47,ちんぽ描きてえ
2019/3/8,01:47,12日のアプデ
2019/3/8,01:47,たのしみだよな
2019/3/8,01:48,いまの
2019/3/8,01:48,いや…
2019/3/9,02:59,文字化けしまくっててこええわ
2019/3/10,00:52,好きすぎてシコれないとか
2019/3/10,00:52,純情かよ
2019/3/10,00:52,はか
2019/3/10,00:52,はぁ
2019/3/10,00:53,ちょっとまって
2019/3/10,00:53,いまふろ
2019/3/10,00:53,あと25分くらい待て
2019/3/10,00:54,あとHはシティHで光値10以上上のアイテム出たから
2019/3/10,00:54,ゆめみーよりシティいったほうがいいな
2019/3/10,01:50,gajiさんと一緒に
2019/3/10,01:50,Hsitakattana
2019/3/10,01:54,そういえばnogさんおるんか？
2019/3/10,02:05,おわみか
2019/3/10,02:05,おつみ
2019/3/11,01:17,ちんぽ？
2019/3/11,01:18,ぼしうあったぞ
2019/3/11,01:43,クリアしたんか
2019/3/11,02:00,あれ
2019/3/11,02:00,おわみかおつみ
2019/3/12,00:34,ちんぽ
2019/3/12,00:35,ちょっと引くわ…
2019/3/12,00:35,nonoさんがいなくね
2019/3/12,00:35,ぱーちーしろよな
2019/3/12,00:38,ちんぽ
2019/3/12,00:38,ちんぽおおおおおおおおおおおおお
2019/3/12,01:02,戦士たちが黄泉の国から帰ってきたな
2019/3/12,02:14,人々の心に優しさが戻ってきた？
2019/3/12,02:17,nonoさんがいつも使ってる眼鏡のやつがいないな
2019/3/12,02:25,あれ
2019/3/12,02:25,なんか減ってね
2019/3/12,02:26,おわみかおつみ
2019/3/12,02:26,うっ
2019/3/12,02:26,はぁ
2019/3/12,02:26,つれえわ
2019/3/12,02:26,ヘイトスピーチかあ
2019/3/13,02:14,おつみ
2019/3/20,02:33,これとるんじゃん
2019/3/31,23:48,これ
2019/3/31,23:48,H？
2019/4/1,00:07,あ
2019/4/1,00:07,Aprilfoolか
2019/4/1,00:08,ゴルドがしめさばになってないな
2019/4/1,00:09,艦これはあいかわらずエイプリルフールしねえし
2019/4/1,00:09,嘘みたいなことをほんとにやるし
2019/4/1,00:09,つれえわ
2019/4/1,00:09,人びと７２
2019/4/1,00:09,なんでおばさんが…
2019/4/1,00:11,そうなんか
2019/4/1,00:13,マルコシアス？ってよく見ると叔母さんのリデコなんだな
2019/4/1,00:14,ガチャででたからよ
2019/4/1,00:18,午前中まで嘘ついていいよ
2019/4/1,00:18,ちょっと前は公式が悪ふざけする日だった
2019/4/1,00:22,なんで瑞雲音頭の振付こうかいしねえんだろう
2019/4/1,00:24,円谷（えんたに）
2019/4/1,00:26,さよ
2019/4/1,00:31,今日か
2019/4/1,00:31,ついにかあ
2019/4/1,00:31,書類の元号全部書き換える作業が始まるんだな…
2019/4/1,00:31,うんこがよ
2019/4/1,00:31,ファイティングフェニックス…？
2019/4/1,00:33,せめて2か月前に発表してほしかったな
2019/4/1,00:33,陛下が退位するのだいぶ前に分かってたんだからもっと早く発表しろよ…
2019/4/1,00:43,あ
2019/4/1,00:43,よとんでちゃああああああああああああああああああああああああああああああ
2019/4/1,00:44,出てなかったんだよな
2019/4/1,00:44,もうLOやる理由なくなったわ
2019/4/1,00:46,adoさんあと180キルか
2019/4/1,00:46,期間中におわりそうか？
2019/4/1,00:50,全滅してねえか
2019/4/1,00:52,小魚じゃね
2019/4/1,00:52,てんはなは運営が声優ネタしすぎて辟易しちゃいそうなんだよな
2019/4/1,01:04,よとん試しうちしてみたけど
2019/4/1,01:04,意外とチャージが長くて使いにくいわ
2019/4/1,01:05,なれないとあれだわ
2019/4/1,01:06,ちんぽ
2019/4/1,01:06,チンポチンポチンポ
2019/4/1,01:06,チンポチンポチンポチンポチンポチンポチンポ
2019/4/1,01:07,まじで
2019/4/1,01:07,エレンティルつよすぎじゃね
2019/4/1,01:09,aobonさんの頭はシーズン5の鉄ヘルムか
2019/4/1,01:09,なんか今季のちんこみたいなやつよりかっこよいな
2019/4/1,01:10,センチネルアニメ化すんのか
2019/4/1,01:10,エイプリルフールかなあ
2019/4/1,01:17,かわいいからつけてるだけだし
2019/4/1,01:18,nonoさんいねえな
2019/4/1,01:18,そういえばそうだわ
2019/4/1,01:18,世捨て人とるまでSMGつかわないわ
2019/4/1,01:20,一連のおしりクエ終わらせたら達成できるんじゃねえかな
2019/4/1,01:25,おわみか
2019/4/1,01:25,おつみ
2019/4/1,01:29,687か
2019/4/1,01:30,H行かなくても何やかんや光値上げられるな
2019/4/1,01:31,おつみ
2019/4/1,01:32,そういえばaobonさんLoveRくりあしたんか？
2019/4/1,01:33,そっか
2019/4/3,01:57,おちゅみ
2019/4/3,01:57,とおもったらあと3分でボナタイか
2019/4/9,01:11,早くしゅじゅちゅ受けろよ
2019/4/9,01:14,すげ
2019/4/9,01:20,それって新キャラ？
2019/4/9,01:28,なんでそんな悲しいこと言うの
2019/4/9,01:36,http://wwwpostfuncom/incredible/fishermen-discover-something-strange/?utm_source=ct&utm_campaign=fdx-d-jp-n-0-0-190403-pu-ct-g6&utm_medium=blank&utm_content=blank&utm_term=blank
2019/4/9,01:38,今こういうサイト流行ってんだなって思ってさ
2019/4/9,01:38,http://wwwpostfuncom/incredible/fishermen-discover-something-strange/?utm_source=ct&utm_campaign=fdx-d-jp-n-0-0-190403-pu-ct-g6&utm_medium=blank&utm_content=blank&utm_term=blank
2019/4/9,01:40,このゲーム
2019/4/9,01:40,動きがすくねえな
2019/4/9,01:42,正直アウトブレイクもうやんないって聞いたとき返金要求したくなったわ
2019/4/9,01:45,UBIに全ての罪を擦り付けてえな
2019/4/9,01:47,gajiさんも
2019/4/9,01:47,はよねろよな
2019/4/9,01:47,
2019/4/9,01:47,シャニマスどの子で始めるか迷ってるという名のリセマラ
2019/4/9,01:47,してちゃ
2019/4/9,01:49,今気付いたけどnoriさんの声きこえねえな
2019/4/9,01:49,つれえわ
2019/4/12,00:48,？？？？？？？？？？？？？？？？？？？？
2019/4/12,00:48,おわみかおちゅみ
2019/4/14,18:30,勝利した？
2019/4/14,18:30,sおっか
2019/4/14,18:30,夢Hあと3人なんだよな
2019/4/14,18:30,なぁ
2019/4/14,18:33,ごはんはおかずなんだよな。。。
2019/4/14,18:35,
2019/4/14,18:35,天誅まともにプレイできねえな
2019/4/14,18:36,2
2019/4/14,18:37,艦これやってシャニマスやってでってにーやってってやると手が足りねえな
2019/4/14,18:37,阿修羅マンになりてえ
2019/4/14,18:44,あとはプラギャンかあ
2019/4/14,18:45,何持ってくればいいんだろ
2019/4/14,18:45,うｎ
2019/4/14,18:45,対人したくねえ
2019/4/14,18:45,うっ
2019/4/14,18:46,プラギャン防具なくても言っていい？
2019/4/14,18:46,いっていいのかなああああああああああああああああ
2019/4/14,18:49,そっか
2019/4/14,18:49,信じるか
2019/4/14,18:50,なんでそんな語尾伸ばしてんだよ
2019/4/14,18:50,ご飯食いながら打ってんのか
2019/4/14,19:00,プラギャン積まんね
2019/4/14,19:00,FTでレイプしてくるならもっとちゃっちゃかすまして欲しいわ
2019/4/14,19:07,プラギャンの開始演出スキップしてえ
2019/4/14,19:18,欠片ハメたいのに誰も侵入しないから仕方なく侵入してる形になってる
2019/4/14,19:18,つれえわ
2019/4/14,19:20,コレクター
2019/4/14,19:20,だからとにかくハメたい
2019/4/14,19:22,図鑑は別の粘着対象ができたんじゃねえか
2019/4/14,19:31,39個…
2019/4/14,19:31,200個はめるのにはまだまだ遠いな
2019/4/14,19:32,はぁ
2019/4/14,19:33,このスカルフォートコレクションから出した奴だからパークが微妙なんだよな
2019/4/14,19:33,ほんほだ
2019/4/14,19:33,つれえわ
2019/4/14,19:33,nonoさんはシージするだろ
2019/4/14,19:33,回線工事終わっただろうしよ
2019/4/14,19:35,お前の事をいつも考えてるから
2019/4/14,19:35,わかるんだよ
2019/4/14,19:36,プラギャンの開始演出飛ばしてえな
2019/4/14,19:43,46％
2019/4/14,19:44,あと120個くらいか？
2019/4/14,19:46,欠片って何個も使えるんか？
2019/4/14,19:46,だよね
2019/4/14,19:46,つれえわ
2019/4/14,19:54,あれ
2019/4/14,19:54,おわみかおつみ
2019/4/14,19:56,侵入者って15だとつよいんか
2019/4/14,19:56,見れないんだよな
2019/4/14,19:56,みれにゃい
2019/4/14,23:09,なんでみんなじゃ便ねえんだよ
2019/4/14,23:09,はぁ
2019/4/14,23:09,ヘイトスピーチ
2019/4/14,23:09,かぁ
2019/4/14,23:19,nonoさんしゃべった？
2019/4/14,23:20,nonoさんしゃべった？nonoさんしゃべった？nonoさんしゃべった？nonoさんしゃべった？nonoさんしゃべった？nonoさんしゃべった？nonoさんしゃべった？nonoさんしゃべった？
2019/4/14,23:21,ちんぽ？
2019/4/14,23:22,あれ
2019/4/14,23:22,弾が
2019/4/14,23:22,あたってなくね
2019/4/14,23:23,６章３節
2019/4/14,23:23,いつ来るんだよ
2019/4/14,23:24,リトルノアサービス終了したんか
2019/4/14,23:25,光るものがあっても話題にならなければ死ぬだけっていうのは
2019/4/14,23:25,メギドもそうだったから恐ろしいわ
2019/4/14,23:26,メギド始めたのはgajiさんが最初かもしれないけど
2019/4/14,23:26,不死者全員★６にしたのはあたいが最初だからよ
2019/4/14,23:26,叔母をのキャラ
2019/4/14,23:27,ﾋｯ
2019/4/14,23:33,Ark新作でるんか
2019/4/14,23:33,すげえおもしろそうだわあ
2019/4/14,23:36,adoペコさん
2019/4/14,23:36,喋ってくれねえな
2019/4/14,23:42,https://youtube/hdiR41V8tp0
2019/4/14,23:42,https://youtube/vfEIkJvpj3M
2019/4/14,23:51,なんで
2019/4/14,23:51,特別なマッチしないの
2019/4/14,23:56,紅茶花伝の凛世でないんだけど
2019/4/15,00:05,nogさｎ昨日風邪ひいたって言ってたやろが
2019/4/15,00:13,もう肺敗れてるんだよな
2019/4/15,00:17,マイクラ楽しかったな
2019/4/15,00:17,あのセカイ
2019/4/15,00:17,まだ生き残ってんのかな
2019/4/15,00:19,アンセムが…死んでるかりゃ…
2019/4/15,00:25,特別なマッチ
2019/4/15,00:25,は？
2019/4/15,00:26,はぁ
2019/4/15,00:26,譲治の声ほんと渋いわ
2019/4/16,23:29,おつH
2019/4/16,23:30,あれ
2019/4/16,23:30,じーじ
2019/4/16,23:30,しないんか
2019/4/16,23:40,adoさんやってなくね
2019/4/17,00:11,あれ
2019/4/17,00:11,おわ
2019/4/17,00:11,み
2019/4/17,01:01,実写版でるろ剣のあれやるからな
2019/4/17,01:07,そういえばPSID変えられるようになったんだよな
2019/4/17,01:08,WING準決突破したけど
2019/4/17,01:08,スキル撃つタイミングミスって決勝で負けたわ
2019/4/17,01:08,おれはゴミだよ
2019/4/17,01:09,パフェしっかり目押しできるならそれしてるんだよな
2019/4/17,01:09,ころしゅぞ？
2019/4/17,01:17,おわりかおつみ
2019/5/9,02:11,やすみん
2019/5/9,02:17,ここ迷ったから気持ちわかるわ
2019/5/9,02:21,次でクリヤーできるな
2019/5/9,02:32,はあ
2019/5/9,02:32,敗北者か？
2019/5/9,02:35,きょわいいいいいい
2019/5/9,02:41,倒さないとだめ
2019/5/9,02:44,おっ
2019/5/9,02:44,おめでちょおおおおおおお
2019/5/9,02:47,ていうか伝承のなかでミスラックスっていってるし船長はキャプテンの誤訳で間違いないな
2019/5/16,23:16,ハァハァいま布団入った
2019/5/16,23:17,珍しくadopecoさんがシージしてるとおもったら
2019/5/16,23:17,jojoさんがシージしてるだけか
2019/5/16,23:18,これ
2019/5/16,23:19,ファィアテーム組んでないんか
2019/5/16,23:20,それ死ぬやつだよ
2019/5/16,23:20,nonoさんの遺言がこれかあ
2019/5/16,23:25,nonoさんシージしないんか
2019/5/16,23:25,帰って来てないけど
2019/5/16,23:25,函館行って札幌戻ってきたらねてた
2019/5/16,23:26,五稜郭となんかの修道院と赤レンガいってラッキーピエロたぺてきた
2019/5/16,23:26,魚食おうとおもってたんだけどな。。。
2019/5/16,23:28,なんか海鮮丼とかめっちゃあって目移りしちゃったんだよな
2019/5/16,23:49,あたいがシージやってたときも
2019/5/16,23:49,こんな漢字で指示だしてほしかっちゃな。。。
2019/5/16,23:50,気が向いたら従うかも
2019/5/16,23:51,今宿のVODでエロ動画のラインナップ見てるんだけど
2019/5/16,23:51,めっちゃギャル系に片寄ってる
2019/5/16,23:52,前止まった宿は人妻系で片寄ってたし宿ごとに傾向とかあるんだろうな
2019/5/16,23:52,今時のホテルのVODは早送りとか巻き戻しくらいできるよお
2019/5/16,23:52,明日変える
2019/5/16,23:53,晶エリーはあったわ
2019/5/16,23:53,巻き戻しって
2019/5/16,23:53,死語なんか
2019/5/16,23:53,つれえわ
2019/5/16,23:54,ていうか他のドラマとかバラエティが2ページくらいしかないのにエロ動画だけ12ページくらいあるの笑うわ
2019/5/16,23:56,スカトロのうんこは専用のペーストつかってるのがほとんどだから
2019/5/16,23:57,懲罰目的っぽいやつはしらない
2019/5/16,23:57,ほええ
2019/5/16,23:57,このうんこあまいんか
2019/5/16,23:58,ねえ
2019/5/16,23:58,またスカトロレビューすんの
2019/5/17,00:00,うっ
2019/5/17,00:00,つれえわ
2019/5/17,00:00,ヘイトスピーチかあ
2019/5/17,00:05,アナルモノかと思って見始めたらニューハーフものだったときの絶望感
2019/5/17,00:05,クセになるわ
2019/5/17,00:08,ナマモノのTSものとかおぞましいわ
2019/5/17,00:11,食い物の話してるのかとおもったわ
2019/5/17,00:16,お笑い芸人はむしろうまいやつが多いと思う
2019/5/17,00:17,やばいのはイケメン俳優とか話題の女優とかだろ
2019/5/17,00:17,ほええ
2019/5/17,00:18,DAIGOはウルトラマンの映画で結構印象変わったわ
2019/5/17,00:18,吹き替えが絶望的にマッチしないってのもあるかもしれんな
2019/5/17,00:20,ディフューザーの解除ってなんで殴って壊すのから器械弄るやつに変わったン？
2019/5/17,00:20,ゴリラっぽくなくなってねえか？
2019/5/17,00:21,のんだ
2019/5/17,00:21,まずいわ
2019/5/17,00:22,二種類。。。？
2019/5/17,00:22,？？？
2019/5/17,00:22,自分がどっちのんだのかすらわからんわ。。。
2019/5/17,00:23,しゅわしゅわしてたからキリンガラナのほうなんかな
2019/5/17,00:23,ほええ
2019/5/17,00:24,うn
2019/5/17,00:24,炭酸飲料は甘くないと飲めないわ
2019/5/17,00:24,ウィルキンソンの炭酸水もらったときまじで飲むのきつくて飲み干せなかったからよ。。。
2019/5/17,00:26,酒わる用の炭酸水じゃないって聞いて耳をうたがったわ
2019/5/17,00:26,はあ
2019/5/17,00:27,でってにーに慣れるとレーダーないシューティングできなくなるなあ
2019/5/17,00:28,キック投票じゃないんか
2019/5/17,00:29,あたいはレーダーないと敵見つけられなくて死ぬわ
2019/5/17,00:29,BFもレーダーあるのに敵が見つけられなくてしんだしな
2019/5/17,00:30,キルミー2013じゃなかったか
2019/5/17,00:30,ほええ
2019/5/17,00:31,TFパロ回がすきだったわ
2019/5/17,00:32,ディオメディアがクソってことだけ覚えて帰ってください
2019/5/17,00:33,たま子マーケットの映画がヤバいくらいエモいんだよな
2019/5/17,00:34,艦これのアニメつくったとこ
2019/5/17,00:35,神風動画つくってるのはOPだけじゃね
2019/5/17,00:36,シージって武器の反動でかくてさ
2019/5/17,00:37,ガーディアンが人間離れした身体能力もってるの実感するん
2019/5/17,00:39,kenshi
2019/5/17,00:39,おもしろいぞ
2019/5/17,00:40,動作安定しないけどな
2019/5/17,00:40,グリムドーンしろよ
2019/5/17,00:40,スマッホンでハクスラとか頭がおかしくなって死ぬだろ
2019/5/17,00:41,wiさんにすすめてやれよ
2019/5/17,00:41,メギドすてるんか
2019/5/17,00:41,ほええ
2019/5/17,00:41,うっ
2019/5/17,00:41,つれえわ
2019/5/17,00:41,ヘイトスピーチか？
2019/5/17,00:42,wiさんもラストイデア？やってるんか？
2019/5/17,00:43,爪の薄皮とかネイルやってると頻繁にむきむきしねえか？
2019/5/17,00:44,グリッドロックって砂？
2019/5/17,00:45,わからねえ
2019/5/17,00:45,ぎふとかないんか
2019/5/17,00:46,あたいは仕事柄ネイルとかはご法度なんだよな
2019/5/17,00:46,今気づいたんだけど
2019/5/17,00:46,jojoさんなんでFT組んでないの
2019/5/17,00:48,うん
2019/5/17,00:49,文字パのぼしうの仕方見てるとmhp2でkaiつかってマルチしてた時代思い出すわ
2019/5/17,00:50,ps3でネット繋げてなかったとかそういうこだわりでもあったんか
2019/5/17,00:50,そうなんか
2019/5/17,00:50,でってにー？
2019/5/17,00:50,であぶろ？
2019/5/17,00:51,アテオンかあ
2019/5/17,00:51,じゃあこんどガラスの間いくか
2019/5/17,00:52,皇帝も行ったことないんだっけ
2019/5/17,00:53,なんかでいってことなかったかって思ったけど
2019/5/17,00:53,たぶんパパか
2019/5/17,00:53,アクシスは行ったことなかったっけ
2019/5/17,00:54,アクシスで最後だから全部行ってるとおもう
2019/5/17,00:56,でべそんのエッチは最終的にそんな感じになってたぞ
2019/5/17,00:56,ストーレンシグナル以外わ
2019/5/17,00:56,あと4分
2019/5/17,00:57,リベン真面目にやったらどうあがいても10分かかりそう
2019/5/17,00:57,うn
2019/5/17,00:57,640あれば普通にできるんだよな
2019/5/17,00:58,電力サージのバウンチしてなかったか
2019/5/17,00:58,さよ
2019/5/17,00:59,あと2ふん
2019/5/17,01:00,ああ
2019/5/17,01:00,kuroさんの垢ってこれか
2019/5/17,01:04,589なら夢Hいけるじゃん
2019/5/17,01:04,電力サージはシーズンパスないともらえないから
2019/5/17,01:05,だめだな
2019/5/17,01:05,noriさんいたんか
2019/5/17,01:05,声きこえねえな。。。
2019/5/17,01:06,シーズンパス必要なHなんてない
2019/5/17,01:06,光値あれば町Hもいける
2019/5/17,01:07,シーズンパスは天誅とエキゾクエぐらいか？
2019/5/17,01:07,あとプラギャン？
2019/5/17,01:08,デアブロはあんなに頑張ってたのに
2019/5/17,01:08,エルダーの挑戦かあ
2019/5/17,01:09,wiさんが玉座やったら憤死しそうだから勧めてやるな
2019/5/17,01:10,雰囲気はどれもいいんだよな
2019/5/17,01:11,オーガ梁渡りとボス二種類は絶対ヤバいだろ
2019/5/17,01:12,体重落としたがってるのに水泳できないとかいうしな。。。
2019/5/17,01:13,シェーダーか？
2019/5/17,01:14,VCないと厳しいっていうのはめどいもんな
2019/5/17,01:14,水泳っていっても泳ぐんじゃなくてプールで歩くだけだぞ
2019/5/17,01:15,ヤクザもんかぁ
2019/5/17,01:16,アトピーとかならそこまで気にしなくてもいいと思うけどなあ
2019/5/17,01:17,あたいも腹毛もさもさだけど気にせずプールいってるし
2019/5/17,01:17,えっ
2019/5/17,01:17,俊足のゲームってなにすんだよ
2019/5/17,01:17,あれンター？
2019/5/17,01:18,夏季の防具かもしれんな
2019/5/17,01:18,あたいも夏季の防具とってあるけどパークないとかで光値上げる意味がないのがな
2019/5/17,01:20,わかりずれえ
2019/5/17,01:21,あと入れない理由って火傷痕とかケロイドくらいだけど
2019/5/17,01:21,それは今までもでてたんだよな
2019/5/17,01:22,wiさん全裸でプール入るつもりだったんか
2019/5/17,01:23,ケルベロスすげえ弾ばらけるな
2019/5/17,01:24,なんか泉はってねえか
2019/5/17,01:25,うんこ漏れるとかなら形成外科のお世話になる系だけど
2019/5/17,01:25,そこまでではないんだろうな
2019/5/17,01:25,ケルベロス媒体着いたらどのくらいパワーアップするんだろう
2019/5/17,01:26,wiさんの書き込みが変な文字化けしててよめねえ
2019/5/17,01:26,つれえわ
2019/5/17,01:27,しらねえわ
2019/5/17,01:27,ですよって最近なんかやってるの？
2019/5/17,01:29,エリア取れないとじり貧だな
2019/5/17,01:29,？？？
2019/5/17,01:29,これ
2019/5/17,01:30,ジバク
2019/5/17,01:31,あれ
2019/5/17,01:32,なんでタイタンつかってないの
2019/5/17,01:32,
2019/5/17,01:33,アハンカーラは今ックでおまんこやるならかなりつおい
2019/5/17,01:34,ックは全てのスキルチャージが早くなるやつとかヒロイックだろ
2019/5/17,01:36,ネリガルサバントはだめなんか？
2019/5/17,01:36,タイタンは1の防具デザインがかっこいい
2019/5/17,01:37,逆にンターは防具デザインがことごとくうんこ
2019/5/17,01:37,goemonじょね？
2019/5/17,01:41,いまうんこしてるんやけど
2019/5/17,01:42,風俗は店探すのがめんどい
2019/5/17,01:42,パフェとか食い物の店探すのの比じゃない
2019/5/17,01:44,バクサイの情報は99%当てにならないからよ
2019/5/17,01:45,電脳をバクサイに直結したら間違いなく死ぬとか言われるのはだてじゃないんだよな
2019/5/17,01:45,ですこあるみたい
2019/5/17,01:46,あたいはですこのチャンネルしらないけど
2019/5/17,01:47,今のひどいしにかただな
2019/5/19,00:42,https://saizeriya-1000yenherokuappcom/
2019/5/19,02:03,https://saizeriya-1000yenherokuappcom/get
2019/6/1,00:25,なんでFTくんでないの
2019/6/19,01:08,あれ
2019/6/19,01:08,Hいってなくね
2019/6/24,02:28,おつみ
2019/6/24,02:29,もうgajiさんは寝てるんだよな
2019/6/24,02:29,たぶん布団に入ってスマホ弄ってると思う
2019/6/30,03:40,BFFみたいだな
2019/6/30,04:28,おつみ
2019/6/30,04:43,おつみ
2019/7/18,00:56,VHもクリアしろよ
2019/7/18,00:59,jojoさんのオススメパーチーで強襲言ったらめっちゃ浅そうな水たまりで全滅したわ
2019/7/18,00:59,未だにビフロンスさんとアモンくんいないのに
2019/7/18,01:00,ティアマト
2019/7/21,23:24,これがBFVか
2019/7/21,23:25,水族館も行かない
2019/7/21,23:25,動物園も行かない
2019/7/21,23:26,生きてる意味あるんか？
2019/7/21,23:26,はぁ
2019/7/21,23:26,媒体堀てえな。。。
2019/7/21,23:27,普通にかあいい動物さんたち目当てにしてるのに
2019/7/21,23:27,ちゅ令和
2019/7/21,23:28,シージだしnogさんとgajiさんもやってるのかと思ったらnonoさんとjojoさんで二人でFTくんでるんか
2019/7/21,23:29,今の
2019/7/21,23:29,おしかったな
2019/7/21,23:31,最近餃子の王将行っても餃子食べてないわ
2019/7/21,23:31,油淋鶏しか食ってない
2019/7/21,23:32,今かっこよくいろいろ投げて準備してたのに
2019/7/21,23:32,侵入した瞬間しんでゆ
2019/7/21,23:33,わかる
2019/7/21,23:35,幸楽苑行けるとか金持ちかよ
