Date,time,chatlog
2017/10/19,13:07,kokoさん来るんじゃないのか
2017/10/19,13:09,野良と組んでFT叩き伏せたらきもちいジャン
2017/10/19,13:09,でってにーの時はそれ出来た時だいたいうれしくて射精してた
2017/10/19,13:10,お前を見ている
2017/10/19,13:10,あざやか～
2017/10/19,13:11,サンハンマーか
2017/10/19,13:13,なんかキーホルダーのキャラがアメちゃんって感じじゃないな
2017/10/19,13:13,じゃぽねみたいなデフォルメ
2017/10/19,13:13,かうぃ～
2017/10/19,13:16,チームメイトを信じているの人か
2017/10/19,13:17,全部上がってなかったか
2017/10/19,13:21,なんかほねほねマンがいなかったか
2017/10/19,13:22,ほおお
2017/10/19,13:22,kokoちゃんがいなくね
2017/10/19,13:23,オイ
2017/10/19,13:23,kokoちゃん。。。
2017/10/19,13:25,もしかしてマヂでサブ垢のままで待ってるのか
2017/10/19,13:25,コイツ
2017/10/19,13:25,そうじゃよ
2017/10/19,13:25,これ適当な言葉
2017/10/19,13:25,これでフルFT組めるね
2017/10/19,13:27,え
2017/10/19,13:27,今の演出こわ
2017/10/19,13:27,ホラーかよ
2017/10/19,13:29,このアーマーってどのくらいまで固くなるの
2017/10/19,13:29,防御ストライクで付与されるシールドくらい？
2017/10/19,13:30,ニンジャ？
2017/10/19,13:30,アーマーレベルがわからぬいな
2017/10/19,13:30,それ装備したらもろくなる奴
2017/10/19,13:31,してぬい
2017/10/19,13:31,今適当なこと言った
2017/10/19,13:32,アーマーって体力が増えるんじゃなくて被ダメを軽減するタイプなのか
2017/10/19,13:33,彼はFPSPROだから
2017/10/19,13:34,パルスブレードとかないの
2017/10/19,13:34,パルスブレードで全員炙りだしてぇよおおおお
2017/10/19,13:35,FPSなんて敵を見つけてコロス以外ないよ
2017/10/19,13:35,ガン待ちなの
2017/10/19,13:36,ていうかテロの脅威から市民を守る特殊部隊がなんで争ってるの？
2017/10/19,13:37,血が出た！
2017/10/19,13:37,これ実弾じゃね
2017/10/19,13:37,蘇生できるならいいか。。。
2017/10/19,13:38,テロ組織に寝返った悪いやつらを倒しに来たとか
2017/10/19,13:38,そういうんじゃないのか
2017/10/19,13:41,タチャンカってかわいい名前だな
2017/10/19,13:41,多分妖精みたいなかわいこちゃん
2017/10/19,13:41,うかつに立ち止まれないな
2017/10/19,13:41,マジこわ2000％
2017/10/19,13:42,しかし試合時間長いな
2017/10/19,13:42,最近のブームなのか
2017/10/19,13:43,なんでメイン垢でインしなおさないのか
2017/10/19,13:47,これでフルFTか
2017/10/19,13:47,6人FTいいね
2017/10/19,13:47,これ何人FT?
2017/10/19,13:47,8人？
2017/10/19,13:48,128対128の空前の大規模戦
2017/10/19,13:48,MAG
2017/10/19,13:48,MAG2はよこい
2017/10/19,13:49,最悪キルしなくても活躍できるPVPやりてぇ
2017/10/19,13:49,誰も殺したくない！
2017/10/19,13:50,ACVDがもう4年前のゲームだと知れ
2017/10/19,13:54,うまるちゃんアヌメ二期やるんじゃないの
2017/10/19,13:54,おわるの
2017/10/19,13:54,ナンデ？
2017/10/19,13:57,誰が誰だかわかんねぇな
2017/10/19,13:57,穴が開いてう。。。
2017/10/19,13:58,なにあれこわい
2017/10/19,14:01,エロ同人でてる？
2017/10/19,14:02,タチャンカって子探してるけどへんなおっさんの画像しか出てこないんじゃが
2017/10/19,14:03,女の子じゃないの
2017/10/19,14:03,もぅマヂむり。。。
2017/10/19,14:34,光が消えそう
2017/10/19,14:34,え
2017/10/19,14:35,まじぽか
2017/10/19,14:36,死体のこるの
2017/10/19,14:36,こわわわあ
2017/10/19,14:38,jojoさんが投げてるトリップマインみたいなのってなに？
2017/10/19,14:39,ええ
2017/10/19,14:39,壁貫通するの
2017/10/19,14:39,むずかしくね
2017/10/19,14:40,なるほろ
2017/10/24,15:14,死
2017/10/24,15:15,ええ
2017/10/24,15:15,すげげ
2017/10/24,15:16,おわみか
2017/10/24,15:16,おつみ
2017/10/30,13:38,はやくね
2017/10/30,13:39,12月5日て
2017/10/30,13:39,ぎょうたん丸かぶりじょん
2017/10/30,13:40,最後のタイタンのベックス装備
2017/10/30,13:40,なんかださくね
2017/10/30,13:42,オシリスなりきりセット実装されるのかな
2017/11/17,14:08,gajiさん結局反応あったんかな
2017/11/17,14:08,寝落ちなのかな
2017/11/19,15:57,おつみ
2017/11/22,13:21,ゲーム音小さくねって音量上げたらハンマーが壁壊すときにすごい音なっておしっこ漏らしそうになった
2017/11/22,13:23,おお
2017/11/22,13:23,あしおうと思う
2017/11/22,13:24,そういうモンタージュいっぱいある
2017/11/22,13:24,入口覗かなくても壁抜きで倒せたんじゃないか
2017/11/22,13:24,わからぬい
2017/11/22,13:25,SCたまってたら部屋の中にノヴァボム撃って終わりなんだけどな
2017/11/22,13:26,
2017/11/22,13:26,クレイモアが身を挺して敵の居場所を教えてくれたのに。。。
2017/11/22,13:27,彼の犠牲が。。。
2017/11/22,13:28,スゴイゆったり歩いてんなって思ったけど
2017/11/22,13:28,もともとそういうキャラなのか
2017/11/22,13:29,それ致命的じゃね
2017/11/22,13:30,何が起きたのか
2017/11/22,13:30,どうしてFTが解散されているのですか
2017/11/22,13:31,うｎ
2017/11/22,13:31,まんまちんちんでこういうバグ頻発した
2017/11/22,13:31,すごい
2017/11/22,13:32,開始数秒で2枚抜きとは
2017/11/22,13:33,途中抜けは推定有罪だぞ？
2017/11/22,13:34,UBIの陰謀で離ればなれにされたFT
2017/11/22,13:34,ある
2017/11/22,13:35,彼はいま勝利に飢えてる
2017/11/22,13:35,ﾊﾟﾀﾀｯ
2017/11/22,13:36,HSくらったのか
2017/11/22,13:38,只
2017/11/22,13:38,只duDudu
2017/11/22,13:38,後ろ…？
2017/11/22,13:39,前か
2017/11/22,13:39,一人で二人倒すのがんばったぞ
2017/11/22,13:39,えらいぞ～<3<3<3
2017/11/22,13:40,aobonさんはシージラナイの？
2017/11/22,13:41,なんか兄弟みたいに似てるやつが並んでる
2017/11/22,13:41,お揃いのガスマスクとか
2017/11/22,13:41,かわいい～
2017/11/22,13:43,すげ
2017/11/22,13:44,あれnogさんのリプレイじゃね
2017/11/22,13:46,心か
2017/11/22,13:51,このゲェムって最強キャラとかいないの
2017/11/22,13:52,なぜつかわないの
2017/11/22,15:07,
2017/11/23,13:16,なんでアクシオンボルトうたないの？
2017/11/23,13:16,舐めプか？
2017/11/23,13:17,この補強版で相手ぶん殴れないのかな
2017/11/23,13:17,絶対強いと思うんだけど
2017/11/23,13:17,そうじゃが
2017/11/23,13:18,
2017/11/23,13:19,これ監視カメラ見てる時に心霊が写ったりするイースターとかないの？
2017/11/23,13:19,ギンガ算なんて流行らないよ（笑）
2017/11/23,13:20,名声な？
2017/11/23,13:20,あと1分しかないのに
2017/11/23,13:20,誰も死んでない
2017/11/23,13:21,ういけんです
2017/11/23,13:23,なんでテルミットとサーマイトって呼び方が分かれてるの？
2017/11/23,13:23,同じ物じゃないの？
2017/11/23,13:24,消えろ！スージー！
2017/11/23,13:24,はいだめ
2017/11/23,13:24,なんかえらいブレるんだな
2017/11/23,13:25,このままじゃ勝っちゃうよぉ
2017/11/23,13:25,人気漫画の実写化なんだぜ？
2017/11/23,13:25,ぜったいおもしろいぜ？
2017/11/23,13:26,jojoさんのキャラ画像だけなんか派手になってたな
2017/11/23,13:30,なんで戦いは終わらないんだろう
2017/11/23,13:30,なんでフルFTにならないの
2017/11/23,13:32,はよいけ
2017/11/23,13:32,ランくまって一番強いと何色になるの
2017/11/23,13:32,プラチナ？
2017/11/23,13:32,ツイッチ
2017/11/23,13:35,こわっ
2017/11/23,13:36,今itに出てきそうながいたんじゃが
2017/11/23,13:37,同じUBIのでべそんはLMGのHSに2マガジンくらい耐える連中がごろごろいるのにな
2017/11/23,13:38,フライングエースってなに？
2017/11/23,13:38,課金パワーか
2017/11/23,13:39,jojoさん卑劣漢か？
2017/11/23,13:39,スマピは拳銃サイズのミサイル撃ちだしてるだけだから実質ロケットランチャー
2017/11/23,13:40,これキルログとか出ないのか
2017/11/23,13:40,今気付いた
2017/11/23,13:41,相手一人しかいないなら4人同時に襲い掛かればいいんじゃないか
2017/11/23,13:42,え
2017/11/23,13:42,なんで自決したの
2017/11/23,13:44,このマップっていつみてもクリスマスツリーおいてあるな
2017/11/23,13:44,終わらないクリスマス
2017/11/23,13:46,え
2017/11/23,13:46,今の何で死んだの
2017/11/23,13:50,今先制攻撃してたのに撃ち負けてたな
2017/11/23,13:51,まぢぽか～
2017/11/23,13:51,なんでHSに耐えられないんだろう
2017/11/23,13:51,一般人より強いはずなのに
2017/11/23,13:52,パーチーか？
2017/11/23,13:52,なんで…
2017/11/23,13:54,こんだけちょこまか動き回れるドローンに武器が付けられたら最強だと思った
2017/11/23,13:54,え
2017/11/23,13:54,jojoさんが何を狙って撃ってるのかぜんぜんわからないよ～～～～
2017/11/23,13:55,身内でヤリまくってるんじゃないのかよ
2017/11/23,13:55,何この口
2017/11/23,13:56,クリップ作ろうとしたらダメだされた
2017/11/23,13:56,かなしみ
2017/11/23,13:57,おお
2017/11/23,13:57,2枚抜きですか
2017/11/23,13:57,やりますよ彼は
2017/11/23,13:58,二人目を撃つ時自然に頭のライン取りながら横に動いて撃ってたのかっこよかった
2017/11/23,13:58,ADSなんか必要ない
2017/11/23,13:58,捨てろよ
2017/11/23,13:59,見てる人の半分がソフト持ってないからかな。。。
2017/11/23,14:00,ホームパーティーでよくばらまく光るやつ
2017/11/23,14:01,これリプレイだと近寄って舐めてるようにしか見えないな
2017/11/23,14:01,薄い本見たい
2017/11/23,14:04,ひどい
2017/11/23,14:04,顔かと思ったら頭陀袋に顔描いてるだけか
2017/11/23,14:05,相手がHSでばしばし殺しに来てるんだしそろそろjojoさんたちもHS解禁していいょ
2017/11/23,14:09,マスクなのかモノホンの顔なのかわかりにくい！
2017/11/23,14:09,こわい！
2017/11/23,14:16,まさるて
2017/11/23,14:16,ジャポネか
2017/11/23,14:22,最近みんな寝落ちおおくね
2017/11/23,14:25,おろろ？
2017/11/23,14:28,屋内戦で高倍率サイトとか邪魔なだけじゃね
2017/11/23,14:28,アイアンサイトでいいジャン
2017/11/23,14:29,盾は爆弾投げればいいってなんかで見た
2017/11/23,14:30,なんで…？
2017/11/23,14:30,このゲェムでも途中抜けがいるのか
2017/11/23,14:30,タイマン勝負だぞ
2017/11/23,14:30,がんばえ
2017/11/23,14:30,がんばえ～～～～～～～～～～
2017/11/23,14:31,防衛側だったか
2017/11/23,14:31,相手補充されてなくね
2017/11/23,14:31,鉄おま見たいな光景見れるかな
2017/11/23,14:32,マッチ開始直後に相手が全員抜けるの見たかった
2017/11/23,14:32,そうだね
2017/11/23,14:32,そうさね
2017/11/23,14:33,舐めプか？
2017/11/23,14:34,ﾊﾟｧﾆ
2017/11/23,14:35,
2017/11/23,14:41,これエイムがばらけるのって銃の反動が強いの？
2017/11/23,14:56,部屋の中にノヴァボム撃ち込めばイイジャン（笑）
2017/11/23,15:01,おわりか
2017/11/23,15:01,おちゅみ
2017/11/24,12:32,
2017/11/24,12:33,鼻フックって胎みたがりウーマンだったのか
2017/11/24,12:34,まだ
2017/11/24,12:41,？
2017/11/24,12:43,両国駅はちょっと足伸ばせば浅草橋とかあるしそっち行った方が良いもの食べられると思うぞ
2017/11/24,12:44,どうしても両国で飯が食いたいならチャンコとかになる
2017/11/24,12:44,SAYO
2017/11/24,12:44,両国国技館あるんだぞ
2017/11/24,12:45,SUMOUの総本山だぞ
2017/11/24,12:45,
2017/11/24,12:45,:(
2017/11/24,12:47,https://hitosaracom/fe_439436/
2017/11/24,12:47,浅草橋だとここが好き
2017/11/24,12:47,パンがおいしい
2017/11/24,12:52,そも両国に何しに行くの
2017/11/24,12:52,あそこ行っても神社仏閣以外は国技館くらいしか見るもんないぞ
2017/11/24,12:53,
2017/11/24,12:53,お見舞いか
2017/11/24,12:53,見舞いの品がほしいのだね
2017/11/24,12:55,
2017/11/24,13:09,おちんちんポインポインッッ
2017/11/24,13:18,こいつらなんで鉄おましないんだろう
2017/11/24,13:39,gajiさん虹六まだ？
2017/11/24,13:47,課金戦士vs課金戦士か
2017/11/24,13:49,死
2017/11/24,13:51,完封か
2017/11/24,13:51,もう初心者なんて言えないな
2017/11/24,13:55,なんでヘッドホン買わないの？
2017/11/24,13:55,おしりの為にゲーミングヘッドホン買ったあたいがバカみたいじゃない
2017/11/24,13:56,ほんほか？
2017/11/24,13:56,わかる
2017/11/24,13:59,じゃあポテイト触った手でガネメのレンズ触っとくか
2017/11/24,13:59,ほんほだ
2017/11/24,13:59,判事
2017/11/24,14:00,kokoさんと鉄おましてえな
2017/11/24,14:00,冬コミ近いから忙しいのかな
2017/11/24,14:00,ねぇ
2017/11/24,14:01,冬コミまであと6週間だって
2017/11/24,14:01,そういう時は進捗どうですかって聞くのがいいって
2017/11/24,14:02,ヒでよく見るからわかる
2017/11/24,14:02,コミケ行くとき自分が通る先だけモーゼのように人の海が分かれないかな
2017/11/24,14:03,コミケは知らんけどオンリーイベの時明らかに異様なオーラまとった人がいて人が離れているの見たから
2017/11/24,14:04,オーラは本当にあると思う
2017/11/24,14:04,nonoさんが死体射ちとはな
2017/11/24,14:04,彼は荒ぶる神になったの
2017/11/24,14:04,幽波絞
2017/11/24,14:05,なんかおすすめスイーツ紹介してほしい
2017/11/24,14:06,芋けんぴか
2017/11/24,14:09,安納芋のスイートポテトみたいなの
2017/11/24,14:09,ローソンで売ってるやつがスゴイ美味いから買おうな
2017/11/24,14:09,人類の普遍的な無意識に眠るイメージ
2017/11/24,14:11,トモチルを知る者は幸福である
2017/11/24,14:11,心豊かであろうから…
2017/11/24,14:11,なんで一人だけ爆発物ランチャーなんか持ってるの
2017/11/24,14:12,ずるくね
2017/11/24,14:12,一瞬でみんな死んでる。。。
2017/11/24,14:13,こわっ
2017/11/24,14:13,皇帝の休息でおしりか
2017/11/24,14:13,エリアないし別にいいかなとは思うけど
2017/11/24,14:14,孤立したらイクォール死だな
2017/11/24,14:14,モダンメタルって何？
2017/11/24,14:14,音楽のジャンルよく分からない
2017/11/24,14:14,普通のメタルとどう違う？
2017/11/24,14:15,なるほど
2017/11/24,14:15,じゃあスラッシュメタルとはどうちがう？
2017/11/24,14:15,しらそん～
2017/11/24,14:16,皆音楽詳しくね
2017/11/24,14:18,火山灰降る中でグラサンかけて急に夜になった！とか騒いでた同級生思い出した
2017/11/24,14:18,jojoさん課金戦士しか使ってなくね
2017/11/24,14:20,これ有刺鉄線ってどんな効果あるの
2017/11/24,14:20,え
2017/11/24,14:20,なんで。。。
2017/11/24,14:22,おお
2017/11/24,14:22,死
2017/11/24,14:30,こういうの歌ってる人が分からない時はaobonさんに聞けばわかると思ってる
2017/11/24,14:30,ねぇ
2017/11/24,14:31,今のひどくね
2017/11/24,14:31,体力バフかけたのに一発で死ぬとか
2017/11/24,14:31,UBI調整してるのか？
2017/11/24,14:33,AC6まだ？
2017/11/24,14:34,AC7でるじゃん
2017/11/24,14:34,AC6がでてほしいんだけど
2017/11/24,14:41,え
2017/11/24,14:41,死んでる。。。
2017/11/24,14:43,wiさん日帰りでTOKIO来るのか
2017/11/24,14:44,それなら両国とか浅草橋じゃなくて門前仲町こい
2017/11/24,14:44,http://wwwfrutasjp/
2017/11/24,14:44,TOKIOで一番いいフルーツパーラーだょ
2017/11/24,14:45,フルータス行くなら必ず11:00～14:00の間に行くようにしたまえ
2017/11/24,14:46,そうだょ
2017/11/24,14:46,土日だと11:00に来ても並ぶ可能性がある
2017/11/24,14:47,ちなみに席についても注文してから20分くらいはかかる
2017/11/24,14:47,実質パフェ―がお昼ご飯になる
2017/11/24,14:47,そうだょ
2017/11/24,14:47,でもそれだけの価値はある
2017/11/24,14:47,うｎ
2017/11/24,14:48,間違いなくTOKIOで最高のパフェが食べれる
2017/11/24,14:48,気にする必要ないよ
2017/11/24,14:48,TOKIO来るなら是非食べにきてほしい
2017/11/24,14:49,4人席はない
2017/11/24,14:49,カウンター3席と二人掛けテーブルが2個
2017/11/24,14:49,それだけ
2017/11/24,14:49,カウンター席がそれ
2017/11/24,14:49,めっちゃちっちゃいからな
2017/11/24,14:49,地図アプリで探しても最初は見落とすと思う
2017/11/24,14:51,https://wwwgooglecojp/maps/@35670519313979904473a75y206h9322t/data=!3m6!1e1!3m4!1sEhX4K5a8KaZMoVG2YBRoBw!2e0!7i13312!8i6656
2017/11/24,14:51,さすがにリンク張れないか
2017/11/24,14:53,道路挟んですぐ前に富岡八幡宮があるから
2017/11/24,14:54,大阪だったらTOKIOまで2時間半くらいじゃないか
2017/11/24,14:54,まぢぽか～
2017/11/24,14:55,滋賀とか（笑）
2017/11/24,14:56,滋賀って新幹線止まるの？（笑）
2017/11/24,14:56,いまの慢心か
2017/11/24,14:58,？
2017/11/24,15:02,ボカロ曲聞きすぎて耳がボカロになりそう
2017/11/24,15:02,MIQ
2017/11/24,15:02,gajiさんはフルータス来ても食えるもんなさそうだから
2017/11/24,15:02,カアイソウ
2017/11/24,15:03,焼肉とか胃もたれしちゃう～～～～
2017/11/24,15:04,牛角ののりがかかってるご飯だけ食べに行きてぇ
2017/11/24,15:04,これこわい所
2017/11/24,15:05,盾持ちにはC4投げればいいんじゃないか？
2017/11/24,15:05,なぁ
2017/11/24,15:06,バリスティックシールドなんか爆薬で吹き飛ばせばイチコロじゃん
2017/11/24,15:11,自分の好きな曲と好きな絵を組み合わせて気持ちい
2017/11/24,15:13,これ尋問しないでとっとと殺した方が良いんじゃないか
2017/11/24,15:13,尋問しても一定時間場所わかるだけJohn
2017/11/24,15:14,顔のとこ撃てばよくね
2017/11/24,15:15,顔のガラスうてえええええええええええ
2017/11/24,15:16,続編が出るとおもうか？
2017/11/24,15:23,スゴイナツカシイ
2017/11/24,15:23,内容的にも特に面白くはないよ
2017/11/24,15:23,流行りに乗っかっていたような感じ
2017/11/24,15:32,同じところから頭だしたらこうなるよね
2017/11/24,15:42,負けたらどうする？
2017/11/24,15:43,やかましい
2017/11/24,15:43,これ盾の顔のガラス割れるよね
2017/11/24,15:43,さっき割れてたよね
2017/11/24,15:43,ねぇ
2017/12/1,16:27,叔母してぇな
2017/12/1,16:35,おわみか
2017/12/1,16:35,おつみ
2017/12/3,13:35,はいしんがおわってる
2017/12/3,13:35,おちゅみ
2017/12/3,15:01,
2017/12/3,15:10,リーンの翼か
2017/12/3,15:20,4人抜き？
2017/12/3,15:21,死
2017/12/3,15:36,gajiさん起きてたのか
2017/12/3,15:37,ニタン抽出物のアラート以外でたくさん手に入れる方法のアップロードを希望します
2017/12/3,15:38,は？
2017/12/3,15:39,12個くらい。。。
2017/12/3,15:42,あれめんどくさいよね
2017/12/3,15:42,獅子身中の虫
2017/12/3,15:45,カレー牛丼買ってきてね
2017/12/3,16:06,おわみか
2017/12/3,16:06,おちゅみ
2017/12/3,16:06,調べたらニタンってアラートで来るの一日4個とか出たよ
2017/12/3,16:06,4個て
2017/12/3,16:07,アラート通知があっても仕事で出来なかったりする時間に来るのがむかつくよお
2017/12/3,16:07,18時以降に固まってアラート来てよお
2017/12/3,16:08,こんどためそ。。。
2017/12/3,16:11,やるのか
2017/12/3,16:11,やるならkoko-omaoamさんをよばないとな
2017/12/3,16:12,SAYO
2017/12/3,16:13,kokoさんに念話送ってるけど反応ないな
2017/12/3,16:13,adopeccoさんに念話送ってるけど反応ないな
2017/12/3,16:15,あたいのはいしん見てたけど反応ないから寝落ちしたんだなって思ってた
2017/12/3,16:17,こいつらこんな時間におしりとか
2017/12/3,16:17,キチガイか
2017/12/3,16:19,はいしんまだ？
2017/12/3,16:19,はいしんがにこもあるよお
2017/12/3,16:20,うｎ
2017/12/3,16:20,gajiさんが支持してくれるから
2017/12/3,16:21,当たり前John
2017/12/3,16:22,3時前くらいまでまんこいしてたけど同じ人と6連続でマッチするくらいなんだぞ
2017/12/3,16:36,gajiさんが知りしたいって言ってた
2017/12/3,16:37,あのあとずっとおまんこしてたおかげでちょっと動き方思い出したから
2017/12/3,16:37,夜やろうね
2017/12/3,16:42,さよ
2017/12/3,17:02,うｎ
2017/12/3,17:03,coco密集しやすいからねらい目
2017/12/3,17:19,そうだね×1
2017/12/3,17:36,きゅうかんすまぬい
2017/12/9,15:37,のら虹六はいしんまだ？
2017/12/9,15:39,クソゲーで心折れる姿が見たい
2017/12/9,15:39,みたいよおおおおおおおおおおお
2017/12/9,15:53,いま10分くらい意識失ってた
2017/12/9,15:53,そろそろ寝るか。。。
2017/12/9,15:53,!bye
2017/12/12,12:48,あいてるよ
2017/12/12,12:48,いっしょにやるか？
2017/12/12,12:49,くにゃあ
2017/12/12,12:49,これラベリングからの突入ってキャンセルできないの
2017/12/12,12:50,まじぽか
2017/12/12,12:51,nonoさん一緒にFT組んでなかったのか
2017/12/12,12:51,まだ生体bodyなんか使ってるのか
2017/12/12,12:52,はいしんでチャットきけるじょん
2017/12/12,12:54,5人FTだからってパーチーに入るの5人じゃなきゃダメってことないから
2017/12/12,12:55,な？
2017/12/12,12:55,シージってなんでスットリ内の
2017/12/12,12:56,あとnonoさんはなんでワイルドランズやらないの
2017/12/12,12:56,そうだょ
2017/12/12,12:58,nonoさんの声が聴きたいな
2017/12/12,13:01,さよ
2017/12/12,13:07,kokoさんの声がきこえないんだけど
2017/12/12,13:07,バグかな
2017/12/12,13:09,新しいの
2017/12/12,13:09,買おう
2017/12/12,13:10,kokoさんが前買ってた普通のコントローラーとマウスがくっついたみたいなの買おう
2017/12/12,13:10,ハードウェアチートしよ？
2017/12/12,13:32,ジョンソンビルのウィンナーおいしいな
2017/12/12,13:33,ご飯とお酒がススムくんだよ～～～～
2017/12/12,13:36,これ
2017/12/12,13:36,HS1発で死んだように見えたんだけど
2017/12/12,13:36,もろすぎじゃね
2017/12/12,13:37,？
2017/12/12,13:37,ニューヨークの民はLMG1マグ頭に打ち込んでも死なないんだけど
2017/12/12,13:38,ドルインフルに侵されて生死の境をさまよったけど奇跡的に生還してスーパーパワーを得たヒーローとか
2017/12/12,13:38,はやるとおもう
2017/12/12,13:42,巌窟王って
2017/12/12,13:43,ロンパか
2017/12/12,13:44,いいょ
2017/12/12,13:48,ヤバイな
2017/12/12,13:49,でって２－したい
2017/12/12,13:50,レンズは照射後の16ダメが消えて一気に表舞台から消えるよ
2017/12/12,13:51,照射後の焼け跡が消えるまでトータル16ダメとかなら許せる
2017/12/12,13:52,うｎ
2017/12/12,13:53,まあ勝率とかelaにこだわる輩はどんな方法でも勝てればいいんだろうな
2017/12/12,13:53,みんな星になってしまえばいいのに
2017/12/12,13:54,アサルトライフルのHS1発で死ぬっていうのはでって２－換算で体力15くらいしかない
2017/12/12,13:54,まだ
2017/12/12,13:54,nagoさんおしりしたのかな
2017/12/12,13:55,彼絶対レンズの試練とか行かない気がするけど
2017/12/12,13:55,そっか
2017/12/12,13:56,目覚めた獅子についてはどう思ってるかな
2017/12/12,13:56,パッチ後はかなり流行ると思うんだけど
2017/12/12,13:57,titanだとピースキーパー履いてメインSMGで目覚めた獅子持ってけばライオン直撃からのSMGでキルがスムージーにできていい感じの射精できそう
2017/12/12,13:57,ハマタはどう思う？
2017/12/12,14:05,iPhoneX？
2017/12/12,14:05,8か
2017/12/12,14:05,Xじゃないんだ
2017/12/12,14:06,Xの使いごごち…知りたかっ…た…
2017/12/12,14:06,たかくね
2017/12/12,14:07,分割払いしたくない主義だからキャッシュで12万はきちゅい
2017/12/12,14:07,オイ
2017/12/12,14:07,物事の価値をガチャ換算し始めたら
2017/12/12,14:07,人として死ぬぞ
2017/12/12,14:08,iPhone自体GAIJINのボディにマッチするサイズだからな
2017/12/12,14:08,皆8買ってるのか
2017/12/12,14:09,じゃあXに機種変するか…
2017/12/12,14:10,あたいは艦これしたいからアンドロイド端末にしたい
2017/12/12,14:10,iPhoneXのボディにアンドロイドOS入ったハイブリッド戦士生まれないかな。。。
2017/12/12,14:10,5Sて
2017/12/12,14:10,5Sはさすがにきついんじゃないか
2017/12/12,14:11,多分フリーSIMの最新アンドロイド端末買ったほうが快適感すごいと思う
2017/12/12,14:13,ジャポネとか海外の技術者引き抜きまくってるからな
2017/12/12,14:15,ヤスミ
2017/12/17,16:04,今なんしょい？
2017/12/17,16:05,しってる
2017/12/17,16:05,メガリストちゃんでしょ
2017/12/17,16:06,テラリストすら傷つけられぬいあたいには無縁の存在
2017/12/17,16:16,うｎ
2017/12/17,16:16,akboltがクリダメ特化みたいでしぬほどつおい
2017/12/17,16:17,axiからのパーツがない
2017/12/17,16:17,動画見ただけ
2017/12/17,16:17,うｎ
2017/12/17,16:18,まだニンジャ力の高まってないから安定してaxi集められぬいからな
2017/12/17,16:20,デュカット欲しくてレリック開封してる時に限って今まで出てきたことないパーツとか出てくるのなんなの
2017/12/17,16:22,つまりソロでやればいいってことジャン
2017/12/17,16:25,イイネ
2017/12/17,16:26,おちゅみ
2017/12/17,16:31,おわみか
2017/12/17,16:31,おちゅみ
2017/12/17,16:58,laphantisつよくね
2017/12/17,18:06,なんでVCしないんだろう
2017/12/17,18:12,夜なのにシータスにボンバリストがでてこないな
2017/12/17,18:12,怒りしかない
2017/12/17,18:17,おわみか
2017/12/17,18:17,おちゅみ
2017/12/24,13:17,
2017/12/24,13:18,暴力さんきた？
2017/12/24,13:18,
2017/12/24,13:27,じゃああと40回倒せば終わりか
2017/12/24,13:33,よしなよ
2017/12/24,13:45,gajiさんの聞きたいんだけど
2017/12/24,13:45,ハンマーの吹っ飛ばすスタンスってどうやって手に入れるの
2017/12/24,13:47,ShatteringStorm
2017/12/24,13:47,これ
2017/12/24,13:53,アルゴンスコープ2個目出た;)
2017/12/24,13:57,？
2017/12/24,14:25,ニンジャの絵文字どうやって打つの
2017/12/24,14:34,さよ
2017/12/24,14:40,ブラッドラッシュでた
2017/12/24,14:42,やったああああああああああああああああやりましたあああああああああああああああああああああああああ
2017/12/24,14:42,わたし！うれしい！
2017/12/24,14:52,やすみ
2017/12/24,14:52,アルゴン結局3枚でたけど
2017/12/24,14:53,なんか使い道ないよね的雰囲気でトレードにも使えなさそうで悲しい
2017/12/24,14:56,おつしり
2018/2/13,12:58,
2018/2/13,13:06,まじか
2018/2/13,13:06,スリンガーでしんだ。。。
2018/2/13,13:17,つららの存在忘れてたね
2018/2/13,13:17,ふふ
2018/2/13,13:20,あたい寄生みたいだよおおおおお
2018/2/13,13:23,2枠
2018/2/13,13:23,ふふ
2018/2/13,13:28,ほよ
2018/2/13,13:28,回復がね
2018/2/13,13:28,間に合わなくてね
2018/2/13,13:28,ご
2018/2/13,13:28,め
2018/2/13,13:29,が
2018/2/13,13:29,ね
2018/2/13,13:34,
2018/2/13,13:47,おちゅみ
2018/2/13,13:49,
2018/2/13,13:49,これ他人のクエできちゃってうよお
2018/2/13,14:06,キング
2018/2/13,14:14,ほよおおお
2018/2/13,14:15,お
2018/2/13,14:16,痛撃球
2018/2/13,14:16,うれちいいいいいいい
2018/2/13,14:18,歴戦ダオラ出たけど2枠で15分…
2018/2/13,14:19,にゃんでええええええええ
2018/2/13,14:19,まさにそれ
2018/2/13,14:19,すてるか。。。。。
2018/2/13,14:21,いや
2018/2/13,14:21,装飾品がホちい
2018/2/13,14:30,太刀の龍脈石来たけどこれだとレア8の武器は強化できないんだな
2018/2/13,14:31,やｓｙみ
2018/2/13,15:02,カスタム武器の回復とネルネルのセットスキルって効果重複する？
2018/2/13,15:03,攻撃喰らっても無理やり殴り続けて活路を見出す狩人様プレイができたら楽しいなって
2018/2/13,15:03,もしかして佐
2018/2/13,15:03,会心撃の球もあんの
2018/2/13,15:04,状態会心も玉あるなら欲しいなって
2018/2/13,15:04,特殊会心はないか
2018/2/13,15:05,じゃあ爆破特化はどうあがいてもゾラ防具から逃れられないのかな
2018/2/13,15:05,なきそう
2018/2/13,15:06,クロスの時と同じなら会心時属性値11倍
